time,A60,B60,A80,B80,A100,B100,A120,B120,A140,B140,A160,B160,A180,B180,A200,B200
41.0,0.395036019786,0.103417392486,0.483564447678,0.135230352017,0.546997841249,0.215184218711,0.586937105554,0.291591435379,0.634214424758,0.373100454503,0.663486829082,0.462386333083,0.709882210258,0.513790201356,0.737039660562,0.595670440849
42.0,0.394990597935,0.0974220070686,0.471121256368,0.14449511614,0.532553689802,0.213075890301,0.57550013426,0.302737216973,0.630697542892,0.354969590891,0.669248581784,0.431048091815,0.698752604791,0.53614196627,0.742659131422,0.631027748663
43.0,0.390998686642,0.105756507556,0.469941882411,0.137201080997,0.523102528669,0.231597843416,0.56752335349,0.306010187332,0.633664721277,0.383336068702,0.658290278993,0.447013910282,0.720777310667,0.552726182107,0.733620805224,0.626111951579
44.0,0.371238003751,0.0874254004184,0.467516048872,0.168759965643,0.508772659187,0.240584872977,0.580050959802,0.300373259889,0.608015375107,0.384374806439,0.673865314577,0.479906508368,0.701320414942,0.540085653091,0.709448487222,0.626357412089
45.0,0.358720958955,0.106535766917,0.456920403111,0.161156303404,0.518546191163,0.225858393235,0.566487977152,0.301308509038,0.622296405053,0.365724888309,0.646375807357,0.466349289862,0.664866739157,0.54377778034,0.704169638519,0.613803735822
46.0,0.390338652205,0.106936474799,0.45611326802,0.136961161809,0.52245000549,0.233501354276,0.556900498714,0.315336868656,0.60456271036,0.374354461521,0.635471264971,0.479019849292,0.677337829799,0.565400308015,0.680792548067,0.632781191697
47.0,0.383993384817,0.100530297706,0.448889195814,0.133660249255,0.506205132944,0.229483173411,0.550576602764,0.319806439964,0.582908438871,0.39290973078,0.633008716743,0.467941396279,0.660403820201,0.564726818372,0.708195537908,0.632926845419
48.0,0.353591032413,0.104586482452,0.424290592106,0.158385972863,0.502937854056,0.23863994751,0.555699075936,0.285680754951,0.579564453903,0.39271794241,0.633071321492,0.479604351914,0.651183296676,0.554988255856,0.694977771839,0.644379267537
49.0,0.34580676191,0.116541465217,0.424422538176,0.159960753536,0.495670219169,0.241631053471,0.536541964966,0.319187184492,0.594737833312,0.382842406352,0.622726478561,0.487552116994,0.634570709152,0.569671888447,0.650008441723,0.636213965977
50.0,0.364820915161,0.0995434654869,0.436988797365,0.167266039843,0.50213202437,0.248618947519,0.525673330627,0.325401468286,0.572760746638,0.403729782086,0.615497215514,0.494287488755,0.629903290694,0.570626244098,0.650093710907,0.659315026605
51.0,0.360609004129,0.092833962403,0.428499567539,0.172764588765,0.486161288773,0.241920906524,0.543917037549,0.321237357964,0.565290628437,0.406282010073,0.588272100392,0.48379664542,0.622414536293,0.595839572788,0.634821505523,0.660687222122
52.0,0.359516188813,0.119854327984,0.433916409727,0.164343155361,0.488409689127,0.22741803785,0.519012504317,0.317863479669,0.556053452925,0.391571545431,0.600219440083,0.482570150567,0.623176057547,0.583356862847,0.639962624485,0.684495252326
53.0,0.342125287727,0.0812248899153,0.428523019185,0.175597363903,0.472521641989,0.258008800063,0.508622105826,0.333916525714,0.565862712808,0.407856437357,0.588133348322,0.494945521285,0.608883051312,0.592683811086,0.621243956743,0.648177088641
54.0,0.342858967779,0.124433144667,0.415273907548,0.197664849626,0.469610878718,0.248646033473,0.507440691067,0.332860405625,0.544664682992,0.409738172779,0.574328705933,0.515062471449,0.601439164228,0.589503665361,0.622033318202,0.658102453594
55.0,0.345672589133,0.105293892835,0.416758858722,0.16720809885,0.446768732491,0.252806690406,0.519724213552,0.332987236535,0.54313305223,0.410390971716,0.557970058848,0.494512038482,0.592220178162,0.587891667915,0.603151884231,0.676493670902
56.0,0.343891296254,0.1085215205,0.402853323513,0.162730320512,0.446769517535,0.264547742069,0.505339096971,0.330126437513,0.537567535731,0.417188854266,0.565824444377,0.50121270444,0.575059896331,0.606904125447,0.610240277132,0.662773657096
57.0,0.347763822208,0.108080023542,0.402231581385,0.16600134282,0.451716085673,0.26115746812,0.486067294978,0.32301037628,0.520209102083,0.398913461727,0.557835669914,0.503320021678,0.574092481389,0.611300115326,0.609147519898,0.701214406963
58.0,0.341537645489,0.100311476703,0.419908678068,0.176596824729,0.444306772157,0.258154295353,0.491784813561,0.331147942824,0.524274720366,0.412153826186,0.543919867212,0.516320319052,0.572144204537,0.595223199394,0.58988011368,0.682288430236
59.0,0.350875534995,0.105249933968,0.401131116401,0.164322121363,0.434914371623,0.254436799915,0.492945342196,0.343266949291,0.539345231423,0.428285539951,0.54757689109,0.497370408912,0.582480135925,0.605178312684,0.58485624622,0.7027450108
60.0,0.337548116255,0.120066377564,0.414418529475,0.190174109892,0.438918614188,0.24909837811,0.48086023101,0.335653569622,0.515610013921,0.417377130731,0.559880656071,0.519374868923,0.561956314074,0.590516723903,0.562018265473,0.704940761947
61.0,0.318011478834,0.13129057178,0.385529402865,0.201051292518,0.431873644486,0.262013128837,0.485168800989,0.34699936338,0.513542399278,0.423051547126,0.521769572298,0.543149898796,0.558882722797,0.602601665473,0.571295929394,0.694588831573
62.0,0.332298662375,0.137416821919,0.39345723549,0.19660816812,0.439913766517,0.279133796463,0.47392911849,0.346339015441,0.49186432044,0.432935095429,0.546070407189,0.518619911891,0.550055408729,0.604142748182,0.563782441529,0.704788041054
63.0,0.341509509541,0.130523041738,0.389975666925,0.19422798605,0.425515539604,0.259640774212,0.475972350676,0.357056468943,0.491913736334,0.423442985114,0.523878350776,0.548415270912,0.541554978991,0.621510039546,0.560585529217,0.706361485564
64.0,0.337743430077,0.121521791487,0.377998791267,0.205667348141,0.417399620885,0.279108548869,0.458944250939,0.35725221241,0.474714175042,0.453198357043,0.511449172981,0.529674651524,0.539685005058,0.616032249263,0.548562075403,0.723777930897
65.0,0.333760297765,0.124553347828,0.367058623115,0.191550152306,0.419768290167,0.25554778927,0.467414256904,0.339514774249,0.480336409973,0.452906473657,0.516184081871,0.539049773157,0.529683764995,0.605596072393,0.555060817286,0.716484117739
66.0,0.303397634378,0.114305234215,0.383447806812,0.18931028403,0.41944139788,0.275711334636,0.45207201436,0.362001903251,0.482047236797,0.44535493234,0.493489468816,0.539701945351,0.514999393051,0.621458180004,0.550697150572,0.730463721433
67.0,0.311816378413,0.13084050937,0.377819024017,0.212362708462,0.421042078495,0.274916964974,0.455901523217,0.367547046808,0.469015744581,0.436949016061,0.51341429193,0.5282090622,0.48738994428,0.623963556326,0.531348193215,0.704599666317
68.0,0.334227227467,0.146509012233,0.378168093998,0.19135602531,0.413742612952,0.274009243121,0.465391918578,0.374752672808,0.470038163819,0.458851226233,0.483278474417,0.548694979318,0.514155429153,0.631803858395,0.531183983305,0.706141998611
69.0,0.324783185586,0.120834433714,0.376501871208,0.204624894467,0.424742947983,0.282468057719,0.441030272628,0.354494123329,0.47512367847,0.464568661328,0.500105395538,0.554186877015,0.512848463612,0.639055875644,0.521787932525,0.736816449963
70.0,0.316953195366,0.143040199624,0.368604035534,0.187249999605,0.398119912149,0.277473910677,0.446524250347,0.351916254006,0.452093885365,0.466031535428,0.489326354873,0.558282321519,0.497926862383,0.639215244429,0.520607434564,0.724423402158
71.0,0.316558004724,0.116740875532,0.383543688043,0.188253909317,0.413074593402,0.267391896371,0.42538480034,0.383928412917,0.455544886454,0.459473607572,0.484932744767,0.554762871,0.492172593574,0.647639177858,0.521003021149,0.739819831428
72.0,0.324486753534,0.132253554554,0.367788679623,0.211149403879,0.401446482068,0.26927788519,0.420627301236,0.375916006368,0.446663322936,0.463459237049,0.486433759674,0.525439571865,0.490243835696,0.63776318735,0.509248812125,0.722939977785
73.0,0.303792254337,0.125426649528,0.365341434013,0.204853880094,0.384418917926,0.278125753144,0.428319701666,0.38627228029,0.460821370031,0.446577663003,0.464937874543,0.55020747481,0.471708895284,0.649819926201,0.507639754935,0.737148484827
74.0,0.307345536023,0.138238252633,0.358287209512,0.21312632013,0.402913357409,0.296309781969,0.421684038443,0.363010137466,0.42256284562,0.440537843336,0.476213628209,0.553551888737,0.473600441033,0.638742876989,0.480203970037,0.728911547078
75.0,0.298847183938,0.123296804629,0.357190990882,0.204525981918,0.402780086261,0.30058274004,0.401697621504,0.375675933466,0.451521465602,0.460477734494,0.478668267255,0.562482045091,0.474661921811,0.633843089433,0.487846659739,0.726018231973
76.0,0.291004916058,0.140095057228,0.357630002472,0.211919518367,0.397726169314,0.279963411865,0.42505497175,0.381214513599,0.437802147244,0.450134803275,0.466764218652,0.5707685032,0.461556082702,0.662437303877,0.477301736055,0.731624797829
77.0,0.310110088152,0.141805605814,0.357757876877,0.204547930844,0.385551933186,0.292870426433,0.398507817139,0.380933108529,0.437016303343,0.46117867444,0.459130888574,0.568114758884,0.471553797414,0.642354999683,0.483505998306,0.75308083713
78.0,0.307447097908,0.123987516868,0.336690353753,0.226739424034,0.385388452232,0.282474936946,0.424585811101,0.388982405117,0.44289020968,0.470909438083,0.447359580367,0.569575573483,0.463419327514,0.652674696779,0.484218755956,0.777379238398
79.0,0.287980895411,0.149175160335,0.358525994539,0.213115601266,0.365054272567,0.319027901202,0.396091900087,0.377443178832,0.428592807357,0.468721739037,0.440365427954,0.550381153941,0.451256554838,0.675836192525,0.470434160236,0.758491157719
80.0,0.314070055089,0.140205231929,0.345471931331,0.215552087873,0.372964537241,0.283215274046,0.408972520718,0.404610179451,0.419497520484,0.477197322649,0.44819912187,0.565540395085,0.469535397736,0.659643712226,0.463037011289,0.751305507274
81.0,0.29147446755,0.135163358335,0.342631573185,0.22217603238,0.391583793509,0.29123443858,0.397990448002,0.384350275186,0.419566693359,0.479343457774,0.45489665337,0.56973690253,0.451184406393,0.661541778948,0.443238165327,0.756291551636
82.0,0.298375817321,0.13749900472,0.336534279333,0.225416635724,0.361776677261,0.291793407706,0.397590956726,0.378479541729,0.429685809156,0.462683440601,0.437245041862,0.575328911197,0.439207180816,0.654778741965,0.46269456053,0.753245530389
83.0,0.278068647578,0.125182054411,0.335206897594,0.213635584451,0.35614310375,0.293102904824,0.391747529869,0.371821362089,0.410609461312,0.484095097894,0.431945208615,0.573123664597,0.441089346791,0.655149597708,0.451895347119,0.752586233816
84.0,0.271888154724,0.132722875843,0.3263969924,0.203143175534,0.360960431799,0.299692328801,0.388419300539,0.390995411409,0.416476216064,0.477968279237,0.42216509381,0.559570571753,0.42874699469,0.661132733502,0.440383213196,0.754978157789
85.0,0.2981484917,0.153953410033,0.33374526768,0.2245281041,0.34094753679,0.305110132675,0.401667150004,0.376690638655,0.411366905885,0.468027228677,0.429621845054,0.589850048716,0.423654559242,0.655368772841,0.439130347811,0.757242981543
86.0,0.281266539135,0.143171250627,0.314191521722,0.232176936986,0.356366909877,0.308730605951,0.377693998207,0.398131395622,0.41027120475,0.481608122673,0.43437258874,0.56613696477,0.403938931176,0.669971871722,0.439839194856,0.80442623026
87.0,0.281921625713,0.160746248665,0.312462814419,0.241340298516,0.360247840559,0.29323763292,0.35444146108,0.403606943735,0.404482853393,0.478797326279,0.407364706348,0.581364402331,0.423283845429,0.6810927966,0.434529517088,0.783660817291
88.0,0.280973434458,0.143437074584,0.336778264855,0.252124951766,0.360661395597,0.308822970695,0.351600440983,0.406641478393,0.395981262219,0.487385143548,0.415728120031,0.577181088756,0.434295565989,0.66542941687,0.436382892154,0.786456070131
89.0,0.268280929122,0.128913607342,0.316593216966,0.232509864905,0.362759834488,0.322127203001,0.354729148236,0.402602577601,0.403685142364,0.481540779251,0.399854077169,0.584432676994,0.412559233411,0.677802857692,0.440483815314,0.78134970693
90.0,0.283918991421,0.146000789629,0.316759414383,0.236861090112,0.331817312368,0.309962835982,0.371613114399,0.397579195126,0.40435628286,0.488487901655,0.392603796362,0.586987862099,0.40213289035,0.69249347342,0.426762432141,0.781226922363
91.0,0.279519452267,0.13224939408,0.334776392022,0.234778084831,0.343923621769,0.30460782327,0.352753741407,0.400530188909,0.385295264724,0.496544649489,0.399175720526,0.600401560291,0.402582523687,0.676545909834,0.413285119874,0.784105702821
92.0,0.257383178054,0.13168608542,0.315527811536,0.2229988393,0.340143965614,0.329050929453,0.367846316513,0.42220396246,0.383829758939,0.500389144545,0.39863372337,0.587903145764,0.417590997421,0.692093071746,0.429573818424,0.787269989994
93.0,0.285274066487,0.153706532558,0.308478533952,0.227166648792,0.334587029691,0.315971181834,0.357678983142,0.422054314656,0.367508006423,0.500452145899,0.390699469201,0.600448685243,0.389086542961,0.680270834077,0.422731364364,0.789645906207
94.0,0.274181155007,0.172561894179,0.308175958165,0.234455064868,0.338895947065,0.314934574837,0.361617536911,0.40477455601,0.36746472079,0.503098236032,0.394204969536,0.5932186498,0.393170160102,0.673598059433,0.398168126812,0.785586870403
95.0,0.258272398358,0.156998908118,0.302082813438,0.229156701803,0.339576634806,0.320964340802,0.36447725397,0.408150792328,0.383829302196,0.490660469679,0.365166121031,0.589402132963,0.385495746967,0.699382179085,0.409934034818,0.773649203524
96.0,0.263150449256,0.16159122489,0.285791952663,0.232723040804,0.37035619528,0.321282350192,0.360566905747,0.409100668584,0.374792579046,0.503806111851,0.388795766409,0.594117004865,0.400728920561,0.699545508061,0.410583459012,0.785262176603
97.0,0.272032402464,0.157084705821,0.302968055831,0.212820022178,0.320139403936,0.32082231363,0.351321573321,0.409720813128,0.359961292121,0.504899854563,0.376194677482,0.604969215614,0.386647241367,0.693836573966,0.402187363961,0.773021997635
98.0,0.253858097516,0.177065631765,0.302661665582,0.244710865545,0.320523870171,0.323914112095,0.334723351449,0.400070234862,0.354112962406,0.501032260695,0.374675931689,0.599008104638,0.389068674168,0.688742245931,0.407897665072,0.77109175199
99.0,0.269372282993,0.152714951382,0.297557122257,0.237124581303,0.328922801258,0.329885794868,0.36464475465,0.409232832859,0.362126895262,0.499320006397,0.357311568854,0.594328944237,0.397804483833,0.691588161212,0.388593738591,0.798209088907
100.0,0.266338711905,0.149176905443,0.295335766987,0.256607652451,0.31625453965,0.334858039378,0.354338103072,0.404842358418,0.381820016084,0.521592336411,0.358041429842,0.599061334026,0.395615946878,0.687873596726,0.391083853854,0.800789277103
101.0,0.264817126894,0.159515789764,0.295700387092,0.219563238188,0.326659390994,0.323263360557,0.325668942639,0.419005233275,0.353770980712,0.482749333315,0.361011632266,0.594413559708,0.371735733504,0.685063856782,0.379976134115,0.796648495134
102.0,0.263481708546,0.173837365981,0.306345128057,0.246910912438,0.313073408032,0.317087083944,0.336993103157,0.392418792548,0.356357089186,0.499515580354,0.359706492717,0.592440514563,0.360665999158,0.708962567168,0.394945868447,0.794529720157
103.0,0.265603902668,0.153410957879,0.304644031701,0.244153917551,0.33622345682,0.322698008187,0.334897731039,0.416007572822,0.355766245233,0.521420897921,0.35357829824,0.600816016394,0.375316418803,0.683908419551,0.385158395022,0.797677751662
104.0,0.247905120621,0.165351523198,0.307099394867,0.247393111573,0.324204444973,0.342675947657,0.338304646397,0.440023041296,0.346170311737,0.500640334911,0.355256236704,0.606431239954,0.378814368011,0.702785547138,0.379190058402,0.806539205555
105.0,0.258544994511,0.145994852821,0.271052698842,0.233052255026,0.313397039471,0.335212160916,0.335999857181,0.406259755368,0.33172016392,0.506722932544,0.354218288777,0.598629977345,0.383664759439,0.679086719472,0.381337326506,0.802406779342
106.0,0.260967474978,0.145213758836,0.268860740958,0.252176621265,0.3104153873,0.320541961421,0.307373213395,0.436709335743,0.346654167415,0.516470301423,0.354034268274,0.60691085118,0.370580768323,0.70869739443,0.359943429623,0.78304964287
107.0,0.255919695422,0.164386897893,0.28178828034,0.224789010834,0.321578036863,0.327557163805,0.332252821257,0.415759144271,0.331786557406,0.510987889001,0.357551658936,0.604311417741,0.370258891904,0.688547495974,0.38611409737,0.812437794111
108.0,0.240026999036,0.149565012753,0.265385245777,0.240106137446,0.294804051771,0.334972123055,0.319915853489,0.436212033338,0.338888915247,0.53181174691,0.336519602238,0.600779331803,0.36078015624,0.724442842517,0.375555636097,0.799121952683
109.0,0.245068018674,0.148624739659,0.289948720125,0.258544894525,0.302783074042,0.315022451317,0.308091846473,0.409305155431,0.327104163311,0.51533873079,0.341990689835,0.607752468857,0.350445562672,0.716674445858,0.374282889645,0.818911661561
110.0,0.270201360514,0.172337243548,0.288506501903,0.254424094542,0.312557402151,0.339753971102,0.330386000115,0.413909961192,0.316670692536,0.520274619251,0.338007127054,0.626372229483,0.332987110836,0.729277384087,0.3653407151,0.801656400217
111.0,0.251237839077,0.166351774842,0.274942529587,0.244205268689,0.293247767481,0.340935151715,0.32785795856,0.420150541677,0.332654829215,0.519482462718,0.336568856371,0.637971538009,0.349830073719,0.703976729434,0.355349411908,0.785300255816
112.0,0.236946880968,0.163476289112,0.271496431607,0.262313604456,0.301239713274,0.345397890597,0.287720104488,0.425744042091,0.312641847108,0.549392419395,0.336168368399,0.616255488598,0.341468290091,0.708174420499,0.340025772862,0.798710810864
113.0,0.238845847954,0.158142492418,0.281936310993,0.239424457066,0.299820643172,0.329429532971,0.335267521126,0.435794743435,0.309564763622,0.521529388022,0.333958118473,0.617032808062,0.345922163236,0.722862097578,0.368187229346,0.827052887818
114.0,0.250302858125,0.171359558648,0.274506394663,0.256777654374,0.293795776792,0.332705506535,0.312273492769,0.430017280309,0.318306928105,0.521848370265,0.331157067595,0.635662810378,0.349157949761,0.710201282782,0.356015748514,0.81527666093
115.0,0.248581094309,0.150107582001,0.265852476528,0.249493208887,0.277296660261,0.331409858403,0.31021093376,0.429771766522,0.337199988369,0.525278151848,0.327871570324,0.617721081638,0.339903402837,0.719611047183,0.362928564494,0.820282378185
116.0,0.241525565782,0.165540934553,0.252219652774,0.244729861449,0.282573799231,0.336414019502,0.313018816206,0.425212825276,0.33322740755,0.519614890024,0.317828860754,0.623768463198,0.329443911287,0.717065041124,0.348021877061,0.806880777621
117.0,0.251869292342,0.158030525552,0.275227148523,0.249580147988,0.287630463875,0.312459008242,0.310838489401,0.418997739916,0.324627227428,0.53093343244,0.330022408522,0.605415368546,0.324653456403,0.693713314389,0.33173048246,0.816932632218
